Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS ISLAM NEGERI MALANG,BAHASA DAN SASTRA INGGRIS,Soshum,104,925
UNIVERSITAS ISLAM NEGERI MALANG,PSIKOLOGI,Soshum,103,"1,428"
UNIVERSITAS ISLAM NEGERI MALANG,MANAJEMEN,Soshum,103,"1,689"
UNIVERSITAS ISLAM NEGERI MALANG,AKUNTANSI,Soshum,50,758
UNIVERSITAS ISLAM NEGERI MALANG,PERPUSTAKAAN DAN ILMU INFORMASI,Soshum,30,0
UNIVERSITAS ISLAM NEGERI MALANG,MATEMATIKA,Saintek,51,407
UNIVERSITAS ISLAM NEGERI MALANG,BIOLOGI,Saintek,45,664
UNIVERSITAS ISLAM NEGERI MALANG,KIMIA,Saintek,45,385
UNIVERSITAS ISLAM NEGERI MALANG,FISIKA,Saintek,31,193
UNIVERSITAS ISLAM NEGERI MALANG,TEKNIK INFORMATIKA,Saintek,65,"1,050"
UNIVERSITAS ISLAM NEGERI MALANG,TEKNIK ARSITEKTUR,Saintek,51,736
UNIVERSITAS ISLAM NEGERI MALANG,FARMASI,Saintek,55,"1,291"
UNIVERSITAS ISLAM NEGERI MALANG,PENDIDIKAN DOKTER,Saintek,27,"1,695"
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU POLITIK,Soshum,20,480
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU PERPUSTAKAAN,Soshum,22,417
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU KOMUNIKASI,Soshum,23,"1,311"
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN MATEMATIKA,Saintek,35,246
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN BIOLOGI,Saintek,46,393
UNIVERSITAS ISLAM NEGERI RADEN FATAH,KIMIA,Saintek,13,70
UNIVERSITAS ISLAM NEGERI RADEN FATAH,BIOLOGI,Saintek,9,202
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN FISIKA,Saintek,18,74
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN KIMIA,Saintek,14,81
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Ilmu Peternakan,Saintek,47,205
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Matematika,Saintek,19,134
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Sistem Informasi,Saintek,82,723
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Teknik Elektro,Saintek,49,329
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Teknik Industri,Saintek,56,492
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Teknik Informatika,Saintek,125,1075
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Pendidikan Matematika,Saintek,79,327
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Pendidikan Kimia,Saintek,42,151
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Ilmu Pertanian (Agroteknologi),Saintek,61,710
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Gizi,Saintek,59,0
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Akuntansi,Soshum,82,717
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Ilmu Administrasi Negara,Soshum,98,988
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Manajemen,Soshum,108,1340
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Psikologi,Soshum,113,916
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Ilmu Hukum,Soshum,111,656
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Pedidikan Ekonomi,Soshum,54,386
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Ilmu Komunikasi,Soshum,120,1134
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Pendidikan Bahasa Indonesia,Soshum,53,0
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASYIM,Pendidikan Geografi,Soshum,64,0
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Ilmu Perpustakaan,Soshum,56,480
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Ilmu Komunikasi,Soshum,67,1156
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Manajemen,Soshum,69,0
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Hukum,Soshum,45,0
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Ilmu Komputer,Saintek,92,1135
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Sistem Informasi,Saintek,85,770
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Matematika,Saintek,42,237
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Biologi,Saintek,46,367
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Fisika,Saintek,40,81
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,Ilmu Kesehatan Masyarakat,Saintek,145,1164
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,PENDIDIKAN BAHASA INGGRIS,Soshum,34,627
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,SOSIOLOGI,Soshum,41,797
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,ILMU KOMUNIKASI,Soshum,57,"1,053"
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,PSIKOLOGI,Soshum,53,"1,242"
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,SASTRA INGGRIS,Soshum,46,547
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,ILMU EKONOMI,Soshum,43,747
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,AKUNTANSI,Soshum,48,736
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,MANAJEMEN,Soshum,40,"1,300"
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,ILMU POLITIK,Soshum,43,415
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,HUBUNGAN INTERNASIONAL,Soshum,43,479
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,SASTRA INDONESIA,Soshum,29,0
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,HUKUM,Soshum,14,0
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,PENDIDIKAN MATEMATIKA,Saintek,28,472
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,TEKNIK LINGKUNGAN,Saintek,24,609
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,ARSITEKTUR,Saintek,24,388
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,SISTEM INFORMASI,Saintek,28,620
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,ILMU KELAUTAN,Saintek,27,318
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,BIOLOGI,Saintek,22,447
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,MATEMATIKA,Saintek,26,254
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,PENDIDIKAN ILMU PENGETAHUAN ALAM,Saintek,11,0
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,SOSIOLOGI,Soshum,101,891
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU HUKUM,Soshum,58,"1,042"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,MANAJEMEN,Soshum,66,"2,323"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ADMINISTRASI PUBLIK,Soshum,87,"1,220"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU KOM. KONST. HUMAS,Soshum,34,839
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU KOM. KONST. JURNALISTIK,Soshum,64,"1,103"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,BAHASA DAN SASTRA INGGRIS,Soshum,92,"1,086"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,PSIKOLOGI,Soshum,67,"1,572"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU POLITIK,Soshum,30,0
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,MATEMATIKA,Saintek,28,517
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,BIOLOGI,Saintek,26,775
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,FISIKA,Saintek,14,204
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,KIMIA,Saintek,26,473
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,TEKNIK INFORMATIKA,Saintek,44,"1,292"
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,TEKNIK ELEKTRO,Saintek,28,534
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,AGROTEKNOLOGI,Saintek,28,613
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,MATEMATIKA,Saintek,25,152
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,FISIKA,Saintek,22,105
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,KIMIA,Saintek,21,209
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,BIOLOGI,Saintek,19,310
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,TEKNIK INFORMATIKA,Saintek,25,"1,371"
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,TEKNIK INDUSTRI,Saintek,19,657
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN MATEMATIKA,Saintek,23,357
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN FISIKA,Saintek,22,106
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN KIMIA,Saintek,24,196
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PENDIDIKAN BIOLOGI,Saintek,23,345
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,ILMU PERPUSTAKAAN (IP),Soshum,50,877
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,PSIKOLOGI,Soshum,55,"1,546"
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,SOSIOLOGI,Soshum,35,768
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,ILMU KOMUNIKASI,Soshum,55,"1,437"
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,SASTRA INGGRIS (SI),Soshum,35,660
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,ILMU HUKUM (IH),Soshum,58,"1,143"
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,ILMU KESEJAHTERAAN SOSIAL (IKS),Soshum,35,744
UNIVERSITAS ISLAM NEGERI WALISONGO,PSIKOLOGI,Soshum,68,566
UNIVERSITAS ISLAM NEGERI WALISONGO,SOSIOLOGI,Soshum,79,350
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU POLITIK,Soshum,90,204
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU HUKUM,Soshum,52,389
UNIVERSITAS ISLAM NEGERI WALISONGO,MANAJEMEN,Soshum,36,857
UNIVERSITAS ISLAM NEGERI WALISONGO,GIZI,Saintek,44,642
UNIVERSITAS ISLAM NEGERI WALISONGO,MATEMATIKA,Saintek,18,124
UNIVERSITAS ISLAM NEGERI WALISONGO,KIMIA,Saintek,24,76
UNIVERSITAS ISLAM NEGERI WALISONGO,FISIKA,Saintek,6,47
UNIVERSITAS ISLAM NEGERI WALISONGO,BIOLOGI,Saintek,22,166
UNIVERSITAS ISLAM NEGERI WALISONGO,TEKNOLOGI INFORMASI,Saintek,29,346
UNIVERSITAS JAMBI,PEND. EKONOMI,Soshum,51,376
UNIVERSITAS JAMBI,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Soshum,65,578
UNIVERSITAS JAMBI,PEND. BAHASA INGGRIS,Soshum,65,672
UNIVERSITAS JAMBI,ILMU HUKUM,Soshum,222,"1,798"
UNIVERSITAS JAMBI,ILMU EKONOMI PEMBANGUNAN,Soshum,84,975
UNIVERSITAS JAMBI,MANAJEMEN,Soshum,89,"1,859"
UNIVERSITAS JAMBI,AKUNTANSI,Soshum,67,"1,229"
UNIVERSITAS JAMBI,PEND. GURU SEKOLAH DASAR,Soshum,87,"1,304"
UNIVERSITAS JAMBI,BIMBINGAN DAN KONSELING,Soshum,64,582
UNIVERSITAS JAMBI,PENDIDIKAN GURU PAUD,Soshum,51,348
UNIVERSITAS JAMBI,PENDIDIKAN BAHASA ARAB,Soshum,30,124
UNIVERSITAS JAMBI,PENDIDIKAN SEJARAH,Soshum,32,265
UNIVERSITAS JAMBI,SASTRA INDONESIA,Soshum,36,173
UNIVERSITAS JAMBI,PSIKOLOGI,Soshum,42,732
UNIVERSITAS JAMBI,ILMU PEMERINTAHAN,Soshum,61,931
UNIVERSITAS JAMBI,EKONOMI ISLAM,Soshum,30,419
UNIVERSITAS JAMBI,ARKEOLOGI,Soshum,30,192
UNIVERSITAS JAMBI,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,28,238
UNIVERSITAS JAMBI,ILMU SEJARAH,Soshum,29,165
UNIVERSITAS JAMBI,ADMINISTRASI PENDIDIKAN,Soshum,47,369
UNIVERSITAS JAMBI,ILMU POLITIK,Soshum,52,349
UNIVERSITAS JAMBI,SENI DRAMA TARI DAN MUSIK,Soshum,16,153
UNIVERSITAS JAMBI,PEND. KIMIA,Saintek,46,226
UNIVERSITAS JAMBI,PEND. MATEMATIKA,Saintek,50,397
UNIVERSITAS JAMBI,PEND. FISIKA,Saintek,51,184
UNIVERSITAS JAMBI,PEND. BIOLOGI,Saintek,45,474
UNIVERSITAS JAMBI,AGROEKOTEKNOLOGI,Saintek,74,739
UNIVERSITAS JAMBI,AGRIBISNIS,Saintek,90,"1,117"
UNIVERSITAS JAMBI,TEKNOLOGI HASIL PERTANIAN,Saintek,48,347
UNIVERSITAS JAMBI,PEND. OLAHRAGA & KESEHATAN,Saintek,64,667
UNIVERSITAS JAMBI,KEHUTANAN,Saintek,74,684
UNIVERSITAS JAMBI,PETERNAKAN,Saintek,91,606
UNIVERSITAS JAMBI,KEDOKTERAN,Saintek,64,"2,014"
UNIVERSITAS JAMBI,KIMIA,Saintek,29,123
UNIVERSITAS JAMBI,ILMU KEPERAWATAN,Saintek,36,380
UNIVERSITAS JAMBI,FARMASI,Saintek,31,940
UNIVERSITAS JAMBI,PEMANFAATAN SUMBERDAYA PERIKANAN,Saintek,26,208
UNIVERSITAS JAMBI,SISTEM INFORMASI,Saintek,63,771
UNIVERSITAS JAMBI,TEKNIK PERTAMBANGAN,Saintek,30,569
UNIVERSITAS JAMBI,TEKNIK GEOLOGI,Saintek,27,119
UNIVERSITAS JAMBI,BIOLOGI,Saintek,26,152
UNIVERSITAS JAMBI,FISIKA,Saintek,13,60
UNIVERSITAS JAMBI,MATEMATIKA,Saintek,25,105
UNIVERSITAS JAMBI,ILMU KESEHATAN MASYARAKAT,Saintek,110,780
UNIVERSITAS JAMBI,TEKNIK LINGKUNGAN,Saintek,17,236
UNIVERSITAS JAMBI,KEPELATIHAN OLAHRAGA,Saintek,11,170
UNIVERSITAS JAMBI,TEKNIK ELEKTRO,Saintek,18,251
UNIVERSITAS JAMBI,TEKNIK GEOFISIKA,Saintek,14,63
UNIVERSITAS JAMBI,TEKNIK KIMIA,Saintek,17,131
UNIVERSITAS JAMBI,TEKNIK SIPIL,Saintek,18,562
UNIVERSITAS JAMBI,TEKNIK PERTANIAN,Saintek,36,394
UNIVERSITAS JAMBI,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,31,292
UNIVERSITAS JEMBER,ILMU HUKUM,Soshum,217,"1,849"
UNIVERSITAS JEMBER,HUBUNGAN INTERNASIONAL,Soshum,70,864
UNIVERSITAS JEMBER,ILMU ADMINISTRASI NEGARA,Soshum,71,"1,090"
UNIVERSITAS JEMBER,ILMU ADMINISTRASI BISNIS,Soshum,65,"1,253"
UNIVERSITAS JEMBER,ILMU KESEJAHTERAAN SOSIAL,Soshum,67,808
UNIVERSITAS JEMBER,SOSIOLOGI,Soshum,62,686
UNIVERSITAS JEMBER,EKONOMI PEMBANGUNAN,Soshum,67,"1,038"
UNIVERSITAS JEMBER,MANAJEMEN,Soshum,104,"2,143"
UNIVERSITAS JEMBER,AKUNTANSI,Soshum,99,"1,413"
UNIVERSITAS JEMBER,PENDIDIKAN LUAR SEKOLAH,Soshum,44,285
UNIVERSITAS JEMBER,PENDIDIKAN EKONOMI,Soshum,58,586
UNIVERSITAS JEMBER,PENDIDIKAN SEJARAH,Soshum,61,519
UNIVERSITAS JEMBER,PENDIDIKAN BAHASA INGGRIS,Soshum,60,755
UNIVERSITAS JEMBER,PENDIDIKAN BHS. & SASTRA INDO.,Soshum,64,891
UNIVERSITAS JEMBER,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,94,"1,135"
UNIVERSITAS JEMBER,SASTRA INGGRIS,Soshum,47,686
UNIVERSITAS JEMBER,SASTRA INDONESIA,Soshum,45,517
UNIVERSITAS JEMBER,ILMU SEJARAH,Soshum,42,402
UNIVERSITAS JEMBER,TELEVISI & FILM,Soshum,43,684
UNIVERSITAS JEMBER,PG PAUD,Soshum,53,334
UNIVERSITAS JEMBER,EKONOMI SYARIAH,Soshum,24,684
UNIVERSITAS JEMBER,PENDIDIKAN GEOGRAFI,Soshum,26,605
UNIVERSITAS JEMBER,EKONOMI SYARIAH KAMPUS BONDOWOSO,Soshum,28,195
UNIVERSITAS JEMBER,PEND. GURU SEKOLAH DASAR KAMPUS BONDOWOSO,Soshum,46,236
UNIVERSITAS JEMBER,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Saintek,58,"1,136"
UNIVERSITAS JEMBER,AGRIBISNIS,Saintek,64,"1,377"
UNIVERSITAS JEMBER,PENDIDIKAN MATEMATIKA,Saintek,64,833
UNIVERSITAS JEMBER,PENDIDIKAN FISIKA,Saintek,57,350
UNIVERSITAS JEMBER,PENDIDIKAN BIOLOGI,Saintek,54,841
UNIVERSITAS JEMBER,TEKNOLOGI HASIL PERTANIAN,Saintek,72,965
UNIVERSITAS JEMBER,TEKNIK PERTANIAN,Saintek,51,525
UNIVERSITAS JEMBER,PENDIDIKAN DOKTER GIGI,Saintek,80,"2,301"
UNIVERSITAS JEMBER,MATEMATIKA,Saintek,52,555
UNIVERSITAS JEMBER,FISIKA,Saintek,32,268
UNIVERSITAS JEMBER,KIMIA,Saintek,34,421
UNIVERSITAS JEMBER,BIOLOGI,Saintek,40,542
UNIVERSITAS JEMBER,PENDIDIKAN DOKTER,Saintek,81,"3,334"
UNIVERSITAS JEMBER,KESEHATAN MASYARAKAT,Saintek,85,"1,997"
UNIVERSITAS JEMBER,TEKNIK MESIN,Saintek,43,821
UNIVERSITAS JEMBER,TEKNIK ELEKTRO,Saintek,50,702
UNIVERSITAS JEMBER,TEKNIK SIPIL,Saintek,69,"1,307"
UNIVERSITAS JEMBER,FARMASI,Saintek,71,"2,181"
UNIVERSITAS JEMBER,ILMU KEPERAWATAN,Saintek,79,"1,541"
UNIVERSITAS JEMBER,SISTEM INFORMASI,Saintek,69,"1,178"
UNIVERSITAS JEMBER,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,33,479
UNIVERSITAS JEMBER,ILMU TANAH,Saintek,24,191
UNIVERSITAS JEMBER,PROTEKSI TANAMAN,Saintek,18,134
UNIVERSITAS JEMBER,TEKNOLOGI INFORMASI,Saintek,44,756
UNIVERSITAS JEMBER,PENDIDIKAN IPA,Saintek,54,423
UNIVERSITAS JEMBER,PERENCANAAN WILAYAH DAN KOTA,Saintek,35,810
UNIVERSITAS JEMBER,TEKNIK KIMIA,Saintek,49,403
UNIVERSITAS JEMBER,AGRONOMI,Saintek,22,207
UNIVERSITAS JEMBER,ILMU PERTANIAN,Saintek,20,287
UNIVERSITAS JEMBER,INFORMATIKA,Saintek,37,858
UNIVERSITAS JEMBER,PENYULUHAN PERTANIAN,Saintek,21,143
UNIVERSITAS JEMBER,TEKNIK LINGKUNGAN,Saintek,34,485
UNIVERSITAS JEMBER,TEKNIK KONSTRUKSI PERKAPALAN,Saintek,25,190
UNIVERSITAS JEMBER,PETERNAKAN,Saintek,19,327
UNIVERSITAS JEMBER,GIZI,Saintek,13,0
UNIVERSITAS JEMBER,TEKNIK PERTAMBANGAN,Saintek,16,0
UNIVERSITAS JEMBER,TEKNIK PERMINYAKAN,Saintek,19,0
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU HUKUM,Soshum,167,"3,433"
UNIVERSITAS JENDERAL SOEDIRMAN,SOSIOLOGI,Soshum,60,"1,467"
UNIVERSITAS JENDERAL SOEDIRMAN,ADMINISTRASI NEGARA,Soshum,58,"2,191"
UNIVERSITAS JENDERAL SOEDIRMAN,MANAJEMEN,Soshum,60,"3,239"
UNIVERSITAS JENDERAL SOEDIRMAN,EKONOMI PEMBANGUNAN,Soshum,57,"1,931"
UNIVERSITAS JENDERAL SOEDIRMAN,AKUNTANSI,Soshum,58,"2,169"
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KOMUNIKASI,Soshum,38,"2,853"
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU POLITIK,Soshum,38,884
UNIVERSITAS JENDERAL SOEDIRMAN,BAHASA DAN SASTRA INDONESIA,Soshum,30,752
UNIVERSITAS JENDERAL SOEDIRMAN,BAHASA DAN SASTRA INGGRIS,Soshum,28,"1,049"
UNIVERSITAS JENDERAL SOEDIRMAN,HUBUNGAN INTERNASIONAL,Soshum,38,"1,366"
UNIVERSITAS JENDERAL SOEDIRMAN,BAHASA JEPANG,Soshum,28,553
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN EKONOMI,Soshum,25,637
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,25,842
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN BAHASA INGGRIS,Soshum,28,702
UNIVERSITAS JENDERAL SOEDIRMAN,BIOLOGI,Saintek,67,990
UNIVERSITAS JENDERAL SOEDIRMAN,KIMIA,Saintek,38,529
UNIVERSITAS JENDERAL SOEDIRMAN,MATEMATIKA,Saintek,40,696
UNIVERSITAS JENDERAL SOEDIRMAN,FISIKA,Saintek,31,366
UNIVERSITAS JENDERAL SOEDIRMAN,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,23,545
UNIVERSITAS JENDERAL SOEDIRMAN,BUDIDAYA PERAIRAN,Saintek,24,532
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK PERTANIAN,Saintek,47,914
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK ELEKTRO,Saintek,48,946
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK SIPIL,Saintek,44,"1,688"
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN DOKTER,Saintek,60,"4,902"
UNIVERSITAS JENDERAL SOEDIRMAN,KESEHATAN MASYARAKAT,Saintek,52,"2,189"
UNIVERSITAS JENDERAL SOEDIRMAN,KEPERAWATAN,Saintek,36,"1,784"
UNIVERSITAS JENDERAL SOEDIRMAN,FARMASI,Saintek,45,"2,592"
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK GEOLOGI,Saintek,26,"1,000"
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KELAUTAN,Saintek,23,696
UNIVERSITAS JENDERAL SOEDIRMAN,AGROTEKNOLOGI,Saintek,95,"1,846"
UNIVERSITAS JENDERAL SOEDIRMAN,AGRIBISNIS,Saintek,61,"1,516"
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU DAN TEKNOLOGI PANGAN,Saintek,44,"1,558"
UNIVERSITAS JENDERAL SOEDIRMAN,PETERNAKAN,Saintek,104,"1,439"
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK INFORMATIKA,Saintek,30,"2,046"
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN DOKTER GIGI,Saintek,23,"1,929"
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU GIZI,Saintek,39,"1,955"
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Saintek,40,376
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNIK INDUSTRI,Saintek,16,852
UNIVERSITAS KHAIRUN,ILMU HUKUM,Soshum,81,451
UNIVERSITAS KHAIRUN,EKONOMI PEMBANGUNAN,Soshum,50,237
UNIVERSITAS KHAIRUN,MANAJEMEN,Soshum,90,562
UNIVERSITAS KHAIRUN,ILMU SEJARAH,Soshum,10,47
UNIVERSITAS KHAIRUN,SASTRA INDONESIA,Soshum,11,63
UNIVERSITAS KHAIRUN,SASTRA INGGRIS,Soshum,39,189
UNIVERSITAS KHAIRUN,PPKN,Soshum,16,119
UNIVERSITAS KHAIRUN,PEND. BAHASA INDONESIA,Soshum,10,192
UNIVERSITAS KHAIRUN,PEND. BAHASA INGGRIS,Soshum,28,262
UNIVERSITAS KHAIRUN,AKUNTANSI,Soshum,45,513
UNIVERSITAS KHAIRUN,PEND. GEOGRAFI,Soshum,21,144
UNIVERSITAS KHAIRUN,PGSD S1,Soshum,51,290
UNIVERSITAS KHAIRUN,ANTROPOLOGI SOSIAL,Soshum,9,61
UNIVERSITAS KHAIRUN,PG PAUD,Soshum,18,165
UNIVERSITAS KHAIRUN,TEKNIK SIPIL,Saintek,54,581
UNIVERSITAS KHAIRUN,TEKNIK MESIN,Saintek,13,94
UNIVERSITAS KHAIRUN,TEKNIK ELEKTRO,Saintek,24,146
UNIVERSITAS KHAIRUN,ARSITEKTUR,Saintek,48,262
UNIVERSITAS KHAIRUN,TEKNOLOGI PERTANIAN,Saintek,17,88
UNIVERSITAS KHAIRUN,PETERNAKAN,Saintek,7,44
UNIVERSITAS KHAIRUN,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,22,86
UNIVERSITAS KHAIRUN,ILMU KELAUTAN,Saintek,12,148
UNIVERSITAS KHAIRUN,PEMANFAATAN SUMBERDAYA PERAIRAN,Saintek,4,41
UNIVERSITAS KHAIRUN,BUDIDAYA PERAIRAN,Saintek,9,55
UNIVERSITAS KHAIRUN,PEND. MATEMATIKA,Saintek,40,138
UNIVERSITAS KHAIRUN,PEND. BIOLOGI,Saintek,38,223
UNIVERSITAS KHAIRUN,PEND. FISIKA,Saintek,36,134
UNIVERSITAS KHAIRUN,PEND. KIMIA,Saintek,39,126
UNIVERSITAS KHAIRUN,AGROTEKNOLOGI,Saintek,14,65
UNIVERSITAS KHAIRUN,TEKNIK INFORMATIKA,Saintek,36,670
UNIVERSITAS KHAIRUN,KEHUTANAN,Saintek,23,208
UNIVERSITAS KHAIRUN,TEKNIK PERTAMBANGAN,Saintek,30,304
UNIVERSITAS KHAIRUN,AGRIBISNIS,Saintek,30,135
UNIVERSITAS KHAIRUN,PENDIDIKAN DOKTER,Saintek,18,243
UNIVERSITAS KHAIRUN,ILMU TANAH,Saintek,8,59
UNIVERSITAS LAMBUNG MANGKURAT,PEND. SEJARAH,Soshum,37,172
UNIVERSITAS LAMBUNG MANGKURAT,PEND PANCASILA & KN,Soshum,46,167
UNIVERSITAS LAMBUNG MANGKURAT,PEND. EKONOMI,Soshum,36,243
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BHS SASTRA IND. & DAERAH,Soshum,33,353
