Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS SRIWIJAYA,AGRONOMI,Saintek,37,273
UNIVERSITAS SRIWIJAYA,PROTEKSI TANAMAN,Saintek,42,271
UNIVERSITAS SRIWIJAYA,GIZI,Saintek,35,"1,124"
UNIVERSITAS SRIWIJAYA,KESEHATAN LINGKUNGAN,Saintek,33,517
UNIVERSITAS SULAWESI BARAT,MANAJEMEN,Soshum,109,931
UNIVERSITAS SULAWESI BARAT,AKUNTANSI,Soshum,97,418
UNIVERSITAS SULAWESI BARAT,ILMU POLITIK,Soshum,43,182
UNIVERSITAS SULAWESI BARAT,ILMU HUBUNGAN INTERNASIONAL,Soshum,39,174
UNIVERSITAS SULAWESI BARAT,ILMU HUKUM,Soshum,64,304
UNIVERSITAS SULAWESI BARAT,PEND. BHS. INGGRIS,Soshum,58,295
UNIVERSITAS SULAWESI BARAT,AGRIBISNIS,Saintek,66,554
UNIVERSITAS SULAWESI BARAT,KEHUTANAN,Saintek,29,202
UNIVERSITAS SULAWESI BARAT,KEPERAWATAN,Saintek,60,199
UNIVERSITAS SULAWESI BARAT,TEKNIK SIPIL,Saintek,92,366
UNIVERSITAS SULAWESI BARAT,TEKNIK INFORMATIKA,Saintek,117,600
UNIVERSITAS SULAWESI BARAT,MATEMATIKA,Saintek,13,53
UNIVERSITAS SULAWESI BARAT,PEND. MATEMATIKA,Saintek,25,131
UNIVERSITAS SULAWESI BARAT,PEND. BIOLOGI,Saintek,43,236
UNIVERSITAS SULAWESI BARAT,PEND. FISIKA,Saintek,11,54
UNIVERSITAS SULAWESI BARAT,PETERNAKAN,Saintek,12,195
UNIVERSITAS SULAWESI BARAT,BUDIDAYA PERAIRAN,Saintek,27,148
UNIVERSITAS SULAWESI BARAT,PERIKANAN TANGKAP,Saintek,10,146
UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU HUKUM,Soshum,147,"1,441"
UNIVERSITAS SULTAN AGENG TIRTAYASA,MANAJEMEN,Soshum,55,"1,923"
UNIVERSITAS SULTAN AGENG TIRTAYASA,AKUNTANSI,Soshum,50,"1,196"
UNIVERSITAS SULTAN AGENG TIRTAYASA,EKONOMI PEMBANGUNAN,Soshum,31,525
UNIVERSITAS SULTAN AGENG TIRTAYASA,ADMINISTRASI NEGARA,Soshum,49,"1,192"
UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KOMUNIKASI,Soshum,75,"1,688"
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN LUAR SEKOLAH,Soshum,41,350
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN BAHASA INDONESIA,Soshum,40,708
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN BAHASA INGGRIS,Soshum,44,758
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,45,982
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN ANAK USIA DINI,Soshum,27,280
UNIVERSITAS SULTAN AGENG TIRTAYASA,EKONOMI ISLAM,Soshum,14,459
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN SOSIOLOGI,Soshum,28,434
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN SEJARAH,Soshum,26,242
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN KEWARGANEGARAAN,Soshum,31,182
UNIVERSITAS SULTAN AGENG TIRTAYASA,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",Soshum,33,126
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN KONSELING,Soshum,32,716
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN LUAR BIASA,Soshum,25,206
UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU PEMERINTAHAN,Soshum,42,836
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK MESIN,Saintek,41,579
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK ELEKTRO,Saintek,39,575
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK INDUSTRI,Saintek,46,"1,201"
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK METALURGI,Saintek,41,572
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK KIMIA,Saintek,43,598
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK SIPIL,Saintek,24,"1,061"
UNIVERSITAS SULTAN AGENG TIRTAYASA,AGRIBISNIS,Saintek,72,913
UNIVERSITAS SULTAN AGENG TIRTAYASA,AGROEKOTEKNOLOGI,Saintek,66,641
UNIVERSITAS SULTAN AGENG TIRTAYASA,PERIKANAN,Saintek,40,351
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN BIOLOGI,Saintek,40,665
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN MATEMATIKA,Saintek,46,657
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN TEKNIK ELEKTRO,Saintek,30,98
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN TEKNIK MESIN,Saintek,28,120
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN FISIKA,Saintek,25,151
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN KIMIA,Saintek,26,255
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN IPA,Saintek,27,242
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNOLOGI PANGAN,Saintek,40,615
UNIVERSITAS SULTAN AGENG TIRTAYASA,ILMU KEOLAHRAGAAN,Saintek,19,0
UNIVERSITAS SULTAN AGENG TIRTAYASA,GIZI,Saintek,14,0
UNIVERSITAS SUMATERA UTARA,Pendidikan Dokter,Saintek,91,2698
UNIVERSITAS SUMATERA UTARA,Teknik Sipil,Saintek,56,1943
UNIVERSITAS SUMATERA UTARA,Teknik Mesin,Saintek,79,1475
UNIVERSITAS SUMATERA UTARA,Teknik Elektro,Saintek,77,1252
UNIVERSITAS SUMATERA UTARA,Teknik Industri,Saintek,74,1665
UNIVERSITAS SUMATERA UTARA,Teknik Kimia,Saintek,75,887
UNIVERSITAS SUMATERA UTARA,Pendidikan Dokter Gigi,Saintek,82,2286
UNIVERSITAS SUMATERA UTARA,Matematika,Saintek,44,760
UNIVERSITAS SUMATERA UTARA,Kimia,Saintek,51,570
UNIVERSITAS SUMATERA UTARA,Farmasi,Saintek,89,2669
UNIVERSITAS SUMATERA UTARA,Fisika,Saintek,45,355
UNIVERSITAS SUMATERA UTARA,Ilmu Kesehatan Masyarakat,Saintek,133,3196
UNIVERSITAS SUMATERA UTARA,Agroekoteknologi,Saintek,122,2345
UNIVERSITAS SUMATERA UTARA,Keteknikan Pertanian,Saintek,40,1303
UNIVERSITAS SUMATERA UTARA,Biologi,Saintek,45,761
UNIVERSITAS SUMATERA UTARA,Agribisnis,Saintek,72,3598
UNIVERSITAS SUMATERA UTARA,Ilmu dan Teknologi Pangan,Saintek,40,1361
UNIVERSITAS SUMATERA UTARA,Peternakan,Saintek,58,1310
UNIVERSITAS SUMATERA UTARA,Arsitektuur,Saintek,74,1220
UNIVERSITAS SUMATERA UTARA,Ilmu Kepertawatan,Saintek,80,1233
UNIVERSITAS SUMATERA UTARA,Kehutanan,Saintek,93,2699
UNIVERSITAS SUMATERA UTARA,Ilmu Komputer,Saintek,57,3126
UNIVERSITAS SUMATERA UTARA,Teknologi Informasi,Saintek,54,2524
UNIVERSITAS SUMATERA UTARA,Manajemen Sumber Daya Perairan,Saintek,40,1136
UNIVERSITAS SUMATERA UTARA,Teknik Lingkungan,Saintek,20,672
UNIVERSITAS SUMATERA UTARA,Ilmu Hukum,Soshum,240,4321
UNIVERSITAS SUMATERA UTARA,Ilmu Sejarah,Soshum,22,369
UNIVERSITAS SUMATERA UTARA,Antropologi Sosial,Soshum,40,697
UNIVERSITAS SUMATERA UTARA,Akuntansi,Soshum,101,2608
UNIVERSITAS SUMATERA UTARA,Sosiologi,Soshum,44,1033
UNIVERSITAS SUMATERA UTARA,Ilmu Kesejateraan Sosial,Soshum,46,1041
UNIVERSITAS SUMATERA UTARA,Ilmu Administrasi Negara,Soshum,73,3531
UNIVERSITAS SUMATERA UTARA,Ilmu Komunikasi,Soshum,50,2213
UNIVERSITAS SUMATERA UTARA,Manajemen,Soshum,100,3363
UNIVERSITAS SUMATERA UTARA,Ekonomi Pembangunan,Soshum,67,1526
UNIVERSITAS SUMATERA UTARA,Ilmu Politik,Soshum,40,1228
UNIVERSITAS SUMATERA UTARA,Sastra Indonesia,Soshum,45,813
UNIVERSITAS SUMATERA UTARA,Sastra Daerah untuk Sastra Melayu,Soshum,76,91
UNIVERSITAS SUMATERA UTARA,Sastra Inggris,Soshum,50,1652
UNIVERSITAS SUMATERA UTARA,Sastra Daerah untuk Sastra Batak,Soshum,59,133
UNIVERSITAS SUMATERA UTARA,Sastra Arab,Soshum,44,271
UNIVERSITAS SUMATERA UTARA,Etno Musikologi,Soshum,54,308
UNIVERSITAS SUMATERA UTARA,Sastra Jepang,Soshum,36,425
UNIVERSITAS SUMATERA UTARA,Ilmu Perpustakaan,Soshum,36,1038
UNIVERSITAS SUMATERA UTARA,Sastra Cina,Soshum,23,164
UNIVERSITAS SUMATERA UTARA,Ilmu Administrasi Niaga/Bisnis,Soshum,48,2546
UNIVERSITAS SUMATERA UTARA,Psikologi,Soshum,106,2489
UNIVERSITAS SYIAH KUALA,Eknomi Pembangunan,Soshum,73,885
UNIVERSITAS SYIAH KUALA,Manajemen,Soshum,60,2314
UNIVERSITAS SYIAH KUALA,Akuntansi,Soshum,62,1483
UNIVERSITAS SYIAH KUALA,Ilmu Hukum,Soshum,161,2200
UNIVERSITAS SYIAH KUALA,Pendidikan Pancasila dan Kewarganegaraan,Soshum,32,301
UNIVERSITAS SYIAH KUALA,Pendidikan Sejarah,Soshum,35,325
UNIVERSITAS SYIAH KUALA,Pendidikan Ekonomi,Soshum,38,262
UNIVERSITAS SYIAH KUALA,Pendidikan Geografi,Soshum,31,368
UNIVERSITAS SYIAH KUALA,Pendidikan Bahasa dan Sastra Indonesia,Soshum,37,619
UNIVERSITAS SYIAH KUALA,Pendidikan Bahasa Inggris,Soshum,44,871
UNIVERSITAS SYIAH KUALA,Pendidikan Seni Drama Tari dan Musik,Soshum,34,312
UNIVERSITAS SYIAH KUALA,Pendidikan Kesejahteraan Keluarga,Soshum,37,546
UNIVERSITAS SYIAH KUALA,Pend. Jasmani Kesehatan dan Rekreasi,Soshum,49,633
UNIVERSITAS SYIAH KUALA,Bimbingan Konseling,Soshum,39,612
UNIVERSITAS SYIAH KUALA,Pendidikan Guru Sekolah Dasar,Soshum,43,845
UNIVERSITAS SYIAH KUALA,Psikologi,Soshum,32,972
UNIVERSITAS SYIAH KUALA,Ilmu Politik,Soshum,48,548
UNIVERSITAS SYIAH KUALA,Sosiologi,Soshum,45,390
UNIVERSITAS SYIAH KUALA,Ilmu Komunikasi,Soshum,45,1063
UNIVERSITAS SYIAH KUALA,Pendidikan Guru PAUD,Soshum,36,564
UNIVERSITAS SYIAH KUALA,Ilmu Pemerintahan,Soshum,44,640
UNIVERSITAS SYIAH KUALA,Ekonomi Islam,Soshum,45,1107
UNIVERSITAS SYIAH KUALA,Manajemen (PSDKU Gayo Leus),Soshum,25,72
UNIVERSITAS SYIAH KUALA,Pendidikan Dokter Hewan,Saintek,81,921
UNIVERSITAS SYIAH KUALA,Teknik Sipil,Saintek,66,1567
UNIVERSITAS SYIAH KUALA,Teknik Mesin,Saintek,47,621
UNIVERSITAS SYIAH KUALA,Teknik Kimia,Saintek,43,322
UNIVERSITAS SYIAH KUALA,Arsitektur,Saintek,45,761
UNIVERSITAS SYIAH KUALA,Teknik Elektro,Saintek,41,707
UNIVERSITAS SYIAH KUALA,Argoteknologi,Saintek,46,649
UNIVERSITAS SYIAH KUALA,Agribisnis,Saintek,50,1096
UNIVERSITAS SYIAH KUALA,Peternakan,Saintek,38,426
UNIVERSITAS SYIAH KUALA,Teknologi Hasil Pertanian,Saintek,41,480
UNIVERSITAS SYIAH KUALA,Teknik Pertanian,Saintek,35,741
UNIVERSITAS SYIAH KUALA,Pendidikan Biologi,Saintek,35,534
UNIVERSITAS SYIAH KUALA,Pendidikan Matematika,Saintek,44,422
UNIVERSITAS SYIAH KUALA,Pendidikan Fisika,Saintek,37,188
UNIVERSITAS SYIAH KUALA,Pendidikan Kimia,Saintek,41,233
UNIVERSITAS SYIAH KUALA,Pendidikan Dokter,Saintek,60,2624
UNIVERSITAS SYIAH KUALA,Ilmu Keperawatan,Saintek,58,1544
UNIVERSITAS SYIAH KUALA,Pendidikan Dokter Gigi,Saintek,18,1495
UNIVERSITAS SYIAH KUALA,Matematika,Saintek,36,207
UNIVERSITAS SYIAH KUALA,Fisika,Saintek,30,96
UNIVERSITAS SYIAH KUALA,Kimia,Saintek,33,157
UNIVERSITAS SYIAH KUALA,Biologi,Saintek,35,382
UNIVERSITAS SYIAH KUALA,Ilmu Kelautan,Saintek,64,411
UNIVERSITAS SYIAH KUALA,Budidaya Perairan,Saintek,68,294
UNIVERSITAS SYIAH KUALA,Teknik Industri,Saintek,46,581
UNIVERSITAS SYIAH KUALA,Informatika,Saintek,34,1904
UNIVERSITAS SYIAH KUALA,Farmasi,Saintek,24,1994
UNIVERSITAS SYIAH KUALA,Teknik Geofisika,Saintek,29,267
UNIVERSITAS SYIAH KUALA,Teknik Pertambangan,Saintek,21,731
UNIVERSITAS SYIAH KUALA,Statistika,Saintek,22,386
UNIVERSITAS SYIAH KUALA,Pemanfaatan Sumberdaya Perikanan,Saintek,59,242
UNIVERSITAS SYIAH KUALA,Ilmu Tanah,Saintek,30,334
UNIVERSITAS SYIAH KUALA,Teknik Geologi,Saintek,21,153
UNIVERSITAS SYIAH KUALA,Argoteknologi (PSDKU Gayo Leus),Saintek,14,69
UNIVERSITAS SYIAH KUALA,Pendidikan Biologi (PSDKU Gayo Leus),Saintek,15,95
UNIVERSITAS SYIAH KUALA,Kehutanan (PSDKU Gayo Leus),Saintek,15,95
UNIVERSITAS SYIAH KUALA,Proteksi Tanaman,Saintek,32,192
UNIVERSITAS SYIAH KUALA,Perencanaan Wilayah dan Kota,Saintek,22,551
UNIVERSITAS SYIAH KUALA,Kehutanan,Saintek,25,246
UNIVERSITAS SYIAH KUALA,Teknik Komputer,Saintek,37,1385
UNIVERSITAS TADULAKO,PEND. BAHASA INDONESIA,Soshum,97,831
UNIVERSITAS TADULAKO,PEND. BAHASA INGGRIS,Soshum,117,858
UNIVERSITAS TADULAKO,PEND. PANCASILA DAN KEWARGANEGARAAN,Soshum,43,254
UNIVERSITAS TADULAKO,PEND. SEJARAH,Soshum,46,367
UNIVERSITAS TADULAKO,BIMBINGAN DAN KONSELING,Soshum,40,375
UNIVERSITAS TADULAKO,PEND. GURU SEKOLAH DASAR,Soshum,71,"1,309"
UNIVERSITAS TADULAKO,PEND. GURU PAUD,Soshum,48,330
UNIVERSITAS TADULAKO,ADMINSTRASI NEGARA,Soshum,91,"1,123"
UNIVERSITAS TADULAKO,SOSIOLOGI,Soshum,93,514
UNIVERSITAS TADULAKO,ANTROPOLOGI,Soshum,40,143
UNIVERSITAS TADULAKO,ILMU PEMERINTAHAN,Soshum,100,"1,231"
UNIVERSITAS TADULAKO,ILMU KOMUNIKASI,Soshum,94,"1,083"
UNIVERSITAS TADULAKO,EKONOMI PEMBANGUNAN,Soshum,97,469
UNIVERSITAS TADULAKO,EKONOMI MANAJEMEN,Soshum,151,"2,268"
UNIVERSITAS TADULAKO,EKONOMI AKUNTANSI,Soshum,105,"1,470"
UNIVERSITAS TADULAKO,ILMU HUKUM,Soshum,318,"1,248"
UNIVERSITAS TADULAKO,"PEND. JASMANI, KESEHATAN DAN REKREASI",Soshum,75,784
UNIVERSITAS TADULAKO,PEND. GEOGRAFI,Soshum,42,312
UNIVERSITAS TADULAKO,MANAJEMEN (PSDKU MOROWALI),Soshum,8,33
UNIVERSITAS TADULAKO,MANAJEMEN (PSDKU TOUNA),Soshum,5,22
UNIVERSITAS TADULAKO,PEND. BIOLOGI,Saintek,57,486
UNIVERSITAS TADULAKO,PEND. MATEMATIKA,Saintek,66,286
UNIVERSITAS TADULAKO,PEND. FISIKA,Saintek,60,153
UNIVERSITAS TADULAKO,PEND. KIMIA,Saintek,61,160
UNIVERSITAS TADULAKO,AGROTEKNOLOGI,Saintek,197,660
UNIVERSITAS TADULAKO,KEHUTANAN,Saintek,158,644
UNIVERSITAS TADULAKO,AGRIBISNIS,Saintek,144,"1,152"
UNIVERSITAS TADULAKO,PETERNAKAN,Saintek,117,476
UNIVERSITAS TADULAKO,TEKNIK SIPIL,Saintek,82,"1,039"
UNIVERSITAS TADULAKO,TEKNIK ARSITEKTUR,Saintek,47,511
UNIVERSITAS TADULAKO,TEKNIK MESIN,Saintek,53,396
UNIVERSITAS TADULAKO,TEKNIK ELEKTRO,Saintek,39,359
UNIVERSITAS TADULAKO,FISIKA,Saintek,18,55
UNIVERSITAS TADULAKO,MATEMATIKA,Saintek,33,92
UNIVERSITAS TADULAKO,KIMIA,Saintek,31,82
UNIVERSITAS TADULAKO,BIOLOGI,Saintek,35,211
UNIVERSITAS TADULAKO,PEND. DOKTER,Saintek,67,988
UNIVERSITAS TADULAKO,KESEHATAN MASYARAKAT,Saintek,117,999
UNIVERSITAS TADULAKO,BUDIDAYA PERAIRAN,Saintek,49,276
UNIVERSITAS TADULAKO,FARMASI,Saintek,58,964
UNIVERSITAS TADULAKO,TEKNIK INFORMATIKA,Saintek,52,"1,397"
UNIVERSITAS TADULAKO,STATISTIKA,Saintek,43,203
UNIVERSITAS TADULAKO,TEKNIK GEOLOGI,Saintek,40,215
UNIVERSITAS TADULAKO,PERENCANAAN WILAYAH DAN KOTA,Saintek,45,461
UNIVERSITAS TADULAKO,GIZI,Saintek,45,513
UNIVERSITAS TADULAKO,TEKNIK GEO FISIKA,Saintek,38,57
UNIVERSITAS TADULAKO,TEKNIK SIPIL (PSDKU MOROWALI),Saintek,3,20
UNIVERSITAS TADULAKO,AGROTEKNOLOGI (PSDKU TOUNA),Saintek,1,12
UNIVERSITAS TADULAKO,TEKNIK SIPIL (PSDKU TOUNA),Saintek,2,11
UNIVERSITAS TANJUNGPURA,ILMU HUKUM,Soshum,116,"1,697"
UNIVERSITAS TANJUNGPURA,EKONOMI PEMBANGUAN,Soshum,76,944
UNIVERSITAS TANJUNGPURA,MANAJEMEN,Soshum,80,"2,759"
UNIVERSITAS TANJUNGPURA,AKUNTANSI,Soshum,75,"1,947"
UNIVERSITAS TANJUNGPURA,ILMU ADMINISTRASI NEGARA,Soshum,57,"1,997"
UNIVERSITAS TANJUNGPURA,ILMU SOSIATRI/PEM. MASYARAKAT,Soshum,42,338
UNIVERSITAS TANJUNGPURA,PEND. BAHASA INGGRIS,Soshum,28,"1,023"
UNIVERSITAS TANJUNGPURA,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Soshum,28,670
UNIVERSITAS TANJUNGPURA,PEND. EKONOMI,Soshum,19,354
UNIVERSITAS TANJUNGPURA,PEND. SOSIOLOGI,Soshum,19,361
UNIVERSITAS TANJUNGPURA,PEND. GURU PEND. ANAK USIA DINI (PGPAUD),Soshum,14,369
UNIVERSITAS TANJUNGPURA,"PEND. JASMANI,KESEHATAN & REKREASI",Soshum,11,317
UNIVERSITAS TANJUNGPURA,PEND. SENI TARI DAN MUSIK,Soshum,12,182
UNIVERSITAS TANJUNGPURA,ILMU POLITIK,Soshum,42,423
UNIVERSITAS TANJUNGPURA,SOSIOLOGI,Soshum,33,324
UNIVERSITAS TANJUNGPURA,PEND. BAHASA MANDARIN,Soshum,16,123
UNIVERSITAS TANJUNGPURA,MANAJEMEN (KELAS INTERNASIONAL),Soshum,23,244
UNIVERSITAS TANJUNGPURA,PEND. GURU SEKOLAH DASAR (PGSD),Soshum,35,"1,929"
UNIVERSITAS TANJUNGPURA,PEND. BIMBINGAN KONSELING,Soshum,19,185
UNIVERSITAS TANJUNGPURA,AKUNTANSI (KELAS INTERNASIONAL),Soshum,21,198
UNIVERSITAS TANJUNGPURA,ILMU KOMUNIKASI,Soshum,24,741
UNIVERSITAS TANJUNGPURA,ILMU PEMERINTAHAN,Soshum,48,"1,186"
UNIVERSITAS TANJUNGPURA,MANAJEMEN SUMBER PERAIRAN,Soshum,29,95
UNIVERSITAS TANJUNGPURA,EKONOMI ISLAM,Soshum,44,536
UNIVERSITAS TANJUNGPURA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,18,93
UNIVERSITAS TANJUNGPURA,PENDIDIKAN SEJARAH,Soshum,21,146
UNIVERSITAS TANJUNGPURA,PENDIDIKAN GEOGRAFI,Soshum,18,217
UNIVERSITAS TANJUNGPURA,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,2,114
UNIVERSITAS TANJUNGPURA,PENDIDIKAN IPS,Soshum,19,181
UNIVERSITAS TANJUNGPURA,ILMU HUBUNGAN INTERNASIONAL,Soshum,45,517
UNIVERSITAS TANJUNGPURA,ANTROPOLOGI SOSIAL,Soshum,21,118
UNIVERSITAS TANJUNGPURA,SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Saintek,44,770
UNIVERSITAS TANJUNGPURA,TEKNIK SIPIL,Saintek,84,"1,039"
UNIVERSITAS TANJUNGPURA,TEKNIK ELEKTRO,Saintek,72,321
UNIVERSITAS TANJUNGPURA,TEKNIK ARSITEKTUR,Saintek,20,381
UNIVERSITAS TANJUNGPURA,TEKNIK INFORMATIKA,Saintek,33,"1,444"
UNIVERSITAS TANJUNGPURA,TEKNIK INDUSTRI,Saintek,25,242
UNIVERSITAS TANJUNGPURA,TEKNIK LINGKUNGAN,Saintek,43,424
UNIVERSITAS TANJUNGPURA,PEND. MATEMATIKA,Saintek,27,458
UNIVERSITAS TANJUNGPURA,PEND. BIOLOGI,Saintek,29,439
UNIVERSITAS TANJUNGPURA,PEND. FISIKA,Saintek,23,134
UNIVERSITAS TANJUNGPURA,PEND. KIMIA,Saintek,22,187
UNIVERSITAS TANJUNGPURA,MATEMATIKA,Saintek,24,137
UNIVERSITAS TANJUNGPURA,FISIKA,Saintek,24,79
UNIVERSITAS TANJUNGPURA,KIMIA,Saintek,37,145
UNIVERSITAS TANJUNGPURA,BIOLOGI,Saintek,44,247
UNIVERSITAS TANJUNGPURA,PEND. DOKTER,Saintek,34,884
UNIVERSITAS TANJUNGPURA,FARMASI,Saintek,33,"1,386"
UNIVERSITAS TANJUNGPURA,SISTEM KOMPUTER,Saintek,39,707
UNIVERSITAS TANJUNGPURA,AGROTEKNOLOGI,Saintek,90,739
UNIVERSITAS TANJUNGPURA,KEHUTANAN,Saintek,154,864
UNIVERSITAS TANJUNGPURA,KEPERAWATAN,Saintek,26,670
UNIVERSITAS TANJUNGPURA,GEOFISIKA,Saintek,29,56
UNIVERSITAS TANJUNGPURA,ILMU KELAUTAN,Saintek,29,107
UNIVERSITAS TANJUNGPURA,PERENCANAAN WILAYAH KOTA,Saintek,16,291
UNIVERSITAS TANJUNGPURA,ILMU DAN TEKNOLOGI PANGAN,Saintek,56,290
UNIVERSITAS TANJUNGPURA,TEKNIK PERTAMBANGAN,Saintek,20,297
UNIVERSITAS TANJUNGPURA,PETERNAKAN,Saintek,22,146
UNIVERSITAS TANJUNGPURA,STATISTIK,Saintek,27,170
UNIVERSITAS TANJUNGPURA,TEKNIK KELAUTAN,Saintek,17,68
UNIVERSITAS TANJUNGPURA,TEKNIK KIMIA,Saintek,18,69
UNIVERSITAS TANJUNGPURA,TEKNIK MESIN,Saintek,15,259
UNIVERSITAS TANJUNGPURA,ILMU TANAH,Saintek,40,223
UNIVERSITAS TANJUNGPURA,SISTEM INFORMASI,Saintek,27,516
UNIVERSITAS TEUKU UMAR,Ekonomi Pembangunan,Soshum,47,149
UNIVERSITAS TEUKU UMAR,Ilmu Administrasi Negara,Soshum,72,314
UNIVERSITAS TEUKU UMAR,Sosiologi,Soshum,60,151
UNIVERSITAS TEUKU UMAR,Ilmu Komunikasi,Soshum,73,249
UNIVERSITAS TEUKU UMAR,Manajemen,Soshum,75,323
UNIVERSITAS TEUKU UMAR,Akuntansi,Soshum,47,230
UNIVERSITAS TEUKU UMAR,Ilmu Hukum,Soshum,57,187
UNIVERSITAS TEUKU UMAR,Teknik Sipil,Saintek,66,262
UNIVERSITAS TEUKU UMAR,Teknik Mesin,Saintek,29,124
UNIVERSITAS TEUKU UMAR,Teknik Industri,Saintek,27,138
UNIVERSITAS TEUKU UMAR,Agribisnis,Saintek,52,241
UNIVERSITAS TEUKU UMAR,Agroteknologi,Saintek,32,122
UNIVERSITAS TEUKU UMAR,Perikanan,Saintek,49,225
UNIVERSITAS TEUKU UMAR,Kesehatan Masyarakat,Saintek,82,400
UNIVERSITAS TEUKU UMAR,Akuakultur,Saintek,12,38
UNIVERSITAS TEUKU UMAR,Sumber Daya Akuatik,Saintek,15,23
UNIVERSITAS TEUKU UMAR,Teknologi Hasil Pertanian,Saintek,29,168
UNIVERSITAS TEUKU UMAR,Ilmu Kelautan,Saintek,18,73
UNIVERSITAS TIDAR,EKONOMI PEMBANGUNAN,Soshum,60,672
UNIVERSITAS TIDAR,ILMU ADMINISTRASI NEGARA,Soshum,51,883
UNIVERSITAS TIDAR,PENDIDIKAN BAHASA INGGRIS,Soshum,50,619
UNIVERSITAS TIDAR,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,54,777
UNIVERSITAS TIDAR,HUKUM,Soshum,57,595
UNIVERSITAS TIDAR,MANAJEMEN,Soshum,57,903
UNIVERSITAS TIDAR,ILMU KOMUNIKASI,Soshum,51,909
UNIVERSITAS TIDAR,AKUNTANSI,Soshum,54,842
UNIVERSITAS TIDAR,AGROTEKNOLOGI,Saintek,40,723
UNIVERSITAS TIDAR,TEKNIK SIPIL,Saintek,41,649
UNIVERSITAS TIDAR,TEKNIK MESIN,Saintek,42,454
UNIVERSITAS TIDAR,TEKNIK ELEKTRO,Saintek,46,508
UNIVERSITAS TIDAR,PETERNAKAN,Saintek,37,345
UNIVERSITAS TIDAR,PENDIDIKAN ILMU PENGETAHUAN ALAM,Saintek,47,286
UNIVERSITAS TIDAR,PENDIDIKAN BIOLOGI,Saintek,39,306
UNIVERSITAS TIDAR,PENDIDIKAN MATEMATIKA,Saintek,43,384
UNIVERSITAS TIDAR,AKUAKULTUR,Saintek,39,221
UNIVERSITAS TIMOR,ADM. NEGARA,Soshum,175,592
UNIVERSITAS TIMOR,ILMU PEMERINTAHAN,Soshum,130,458
UNIVERSITAS TIMOR,PEND. BAHASA INDONESIA,Soshum,34,139
UNIVERSITAS TIMOR,PEND. BAHASA INGGRIS,Soshum,16,102
UNIVERSITAS TIMOR,MANAJEMEN,Soshum,77,608
UNIVERSITAS TIMOR,EKO. PEMBANGUNAN,Soshum,85,310
UNIVERSITAS TIMOR,AGRIBISNIS,Saintek,67,340
UNIVERSITAS TIMOR,AGROTEKNOLOGI,Saintek,44,211
UNIVERSITAS TIMOR,PETERNAKAN,Saintek,43,279
UNIVERSITAS TIMOR,PEND. BIOLOGI,Saintek,47,174
UNIVERSITAS TIMOR,PEND. MATEMATIKA,Saintek,28,105
UNIVERSITAS TIMOR,BIOLOGI,Saintek,40,96
UNIVERSITAS TIMOR,MATEMATIKA,Saintek,26,62
UNIVERSITAS TIMOR,KIMIA,Saintek,55,114
UNIVERSITAS TIMOR,TEKNOLOGI INFORMASI,Saintek,112,642
UNIVERSITAS TRUNOJOYO MADURA,ILMU HUKUM,SOSHUM,194,841
